exposure,exposure_val,variable,n_unweighted,n_weighted,mean_w,sd_w
skilled_attendant,0,anc_visits,201,194.50285299999985,10.543768018662435,23.039765067678864
skilled_attendant,1,anc_visits,5659,5528.342182000005,10.721051441782834,18.837204610614833
skilled_attendant,0,birth_order,201,194.50285299999985,1,0
skilled_attendant,1,birth_order,5659,5528.342182000005,1,0
skilled_attendant,0,maternal_age,201,194.50285299999985,29.397228543480548,7.190471277231544
skilled_attendant,1,maternal_age,5659,5528.342182000005,29.561389201107065,6.489341795953357
skilled_attendant,0,parity,201,194.50285299999985,3.467199496554431,2.4358228112770166
skilled_attendant,1,parity,5659,5528.342182000005,3.203537858178103,2.185881245526083
